ID,NatID1,NatID2,SudijaID,Status,Faza,BrPotezi,NastanID,BobednikID
1394,1061,537,16,Nereseno,Kvalifikacii,15,95,null
1395,1097,2584,30,Pobednik,CetvrtFinale,15,243,1097
1396,4023,2565,48,Pobednik,Samostoen,58,135,4023
1397,2233,1762,50,Pobednik,Polufinale,30,38,2233
1398,3680,2081,49,Pobednik,CetvrtFinale,24,174,2081
1399,393,1936,33,Pobednik,Finale,52,223,1936
1400,1699,692,25,Pobednik,Finale,42,49,1699
1401,4992,3541,4,Pobednik,CetvrtFinale,15,76,3541
1402,4265,2686,48,Nereseno,Samostoen,32,216,null
1403,1398,4130,44,Nereseno,Polufinale,32,229,null
1404,1480,403,15,Nereseno,CetvrtFinale,42,205,null
1405,923,1142,1,Nereseno,Finale,34,5,null
1406,3922,2584,34,Nereseno,Finale,49,210,null
1407,996,4732,47,Nereseno,Kvalifikacii,38,221,null
1408,709,1326,2,Pobednik,Kvalifikacii,32,94,709
1409,630,4894,37,Nereseno,Samostoen,76,16,null
1410,772,2295,38,Pobednik,Kvalifikacii,76,165,772
1411,4084,4383,36,Pobednik,Polufinale,15,243,4383
1412,541,1638,50,Pobednik,Finale,48,52,1638
1413,2667,1983,1,Nereseno,Kvalifikacii,50,126,null
1414,3789,4515,11,Nereseno,Samostoen,80,247,null
1415,3808,328,24,Pobednik,CetvrtFinale,61,231,3808
1416,3957,3971,33,Nereseno,Samostoen,67,141,null
1417,3268,5056,45,Pobednik,Polufinale,39,149,5056
1418,1800,4023,47,Pobednik,CetvrtFinale,32,252,4023
1419,2094,523,11,Pobednik,Polufinale,22,68,2094
1420,3815,3863,11,Nereseno,Kvalifikacii,38,16,null
1421,854,2038,20,Nereseno,Samostoen,19,81,null
1422,335,4021,21,Nereseno,CetvrtFinale,43,238,null
1423,2794,2818,44,Nereseno,Kvalifikacii,55,117,null
1424,1635,4880,10,Pobednik,Kvalifikacii,28,20,1635
1425,1683,765,39,Nereseno,Kvalifikacii,43,234,null
1426,2696,1580,46,Nereseno,Kvalifikacii,21,215,null
1427,1135,1083,34,Pobednik,Finale,72,78,1135
1428,1277,4379,44,Nereseno,Polufinale,69,113,null
1429,2293,602,31,Nereseno,Samostoen,69,151,null
1430,4558,2177,17,Nereseno,Samostoen,58,160,null
1431,1912,2092,18,Nereseno,Polufinale,75,244,null
1432,1993,1521,4,Nereseno,Samostoen,80,97,null
1433,1100,2654,16,Pobednik,Finale,76,244,2654
1434,2839,1034,25,Pobednik,Samostoen,56,195,2839
1435,3166,4929,17,Pobednik,Kvalifikacii,17,190,3166
1436,5148,4504,14,Pobednik,Kvalifikacii,34,247,4504
1437,1329,2719,29,Pobednik,Samostoen,60,55,1329
1438,2064,4074,29,Pobednik,Polufinale,41,36,2064
1439,1155,2869,5,Pobednik,Kvalifikacii,73,115,2869
1440,5104,2967,38,Pobednik,CetvrtFinale,18,255,2967
1441,4002,4822,41,Pobednik,Finale,20,146,4002
1442,3348,786,23,Pobednik,Finale,46,120,3348
1443,4399,1422,17,Nereseno,Finale,25,28,null
1444,558,4207,47,Pobednik,Finale,75,46,558
1445,266,4349,23,Nereseno,Finale,37,46,null
1446,1408,4103,10,Pobednik,CetvrtFinale,35,148,4103
1447,976,3867,17,Nereseno,Polufinale,30,142,null
1448,1530,1122,10,Nereseno,Polufinale,28,94,null
1449,1985,3681,18,Nereseno,Samostoen,29,86,null
1450,1497,302,7,Nereseno,Finale,30,133,null
1451,1891,3673,29,Nereseno,CetvrtFinale,29,68,null
1452,3539,4824,50,Nereseno,Kvalifikacii,80,91,null
1453,352,1132,33,Nereseno,Samostoen,23,158,null
1454,570,4636,45,Pobednik,Polufinale,60,255,4636
1455,1158,2509,44,Pobednik,Kvalifikacii,44,184,1158
1456,1860,3470,41,Nereseno,Kvalifikacii,79,248,null
1457,4175,2039,30,Nereseno,CetvrtFinale,44,181,null
1458,2536,1378,6,Pobednik,CetvrtFinale,60,28,2536
1459,1648,4916,44,Nereseno,Kvalifikacii,35,106,null
1460,717,1428,1,Pobednik,Samostoen,71,189,1428
1461,4804,558,10,Pobednik,Polufinale,42,138,558
1462,187,1072,2,Pobednik,Finale,28,17,1072
1463,4592,4461,15,Nereseno,Finale,63,61,null
1464,2207,3054,26,Nereseno,Kvalifikacii,48,72,null
1465,906,673,28,Nereseno,Samostoen,49,112,null
1466,4987,2360,19,Pobednik,Polufinale,29,242,4987
1467,3492,5064,43,Pobednik,CetvrtFinale,75,182,5064
1468,2153,1311,32,Nereseno,Polufinale,11,205,null
1469,3860,4872,23,Pobednik,Finale,59,250,4872
1470,4721,1645,6,Pobednik,Kvalifikacii,72,51,1645
1471,2545,3653,7,Pobednik,Kvalifikacii,43,203,3653
1472,4366,2341,9,Nereseno,Kvalifikacii,63,208,null
1473,3275,1930,37,Nereseno,Polufinale,72,176,null
1474,1569,4624,34,Pobednik,CetvrtFinale,29,165,4624
1475,824,5020,23,Pobednik,Polufinale,15,128,824
1476,387,3686,42,Pobednik,Samostoen,24,61,387
1477,3535,221,13,Nereseno,CetvrtFinale,29,131,null
1478,3109,2620,6,Nereseno,Samostoen,10,170,null
1479,398,4156,9,Nereseno,Samostoen,10,7,null
1480,1200,3469,16,Pobednik,Kvalifikacii,44,100,3469
1481,3998,1185,22,Pobednik,Samostoen,79,254,3998
1482,1051,2096,18,Nereseno,Finale,33,112,null
1483,1353,2364,1,Pobednik,Samostoen,56,46,1353
1484,2250,3311,20,Nereseno,Samostoen,77,246,null
1485,2900,761,18,Pobednik,Polufinale,62,140,2900
1486,2606,4514,48,Pobednik,Kvalifikacii,64,25,2606
1487,3014,2995,42,Nereseno,Samostoen,14,186,null
1488,3054,2545,19,Nereseno,Finale,24,22,null
1489,3140,824,20,Pobednik,Polufinale,24,28,824
1490,861,742,31,Nereseno,CetvrtFinale,11,39,null
1491,1314,2373,9,Pobednik,Finale,15,106,1314
1492,4379,1309,13,Nereseno,Polufinale,50,8,null
1493,1278,888,20,Nereseno,CetvrtFinale,16,248,null
1494,463,325,21,Nereseno,Samostoen,53,37,null
1495,2857,591,40,Pobednik,Polufinale,14,155,591
1496,4991,1661,12,Pobednik,CetvrtFinale,52,36,1661
1497,2888,3300,14,Pobednik,Samostoen,49,240,3300
1498,4525,4630,38,Pobednik,Samostoen,32,131,4630
1499,4944,1699,44,Nereseno,Finale,48,180,null
1500,3818,4700,17,Pobednik,Polufinale,23,211,4700
1501,4733,4736,16,Nereseno,Polufinale,17,2,null
1502,1976,1605,11,Nereseno,Kvalifikacii,24,185,null
1503,3971,5055,28,Nereseno,CetvrtFinale,17,81,null
1504,493,720,13,Pobednik,Kvalifikacii,22,181,493
1505,2766,567,19,Nereseno,Finale,78,96,null
1506,3509,2134,17,Nereseno,Finale,19,102,null
1507,517,4068,32,Nereseno,Kvalifikacii,72,232,null
1508,2278,515,31,Pobednik,CetvrtFinale,34,77,515
1509,4608,2478,23,Pobednik,Samostoen,39,83,2478
1510,153,3008,9,Nereseno,Finale,73,230,null
1511,4794,2443,34,Pobednik,Kvalifikacii,16,179,4794
1512,4535,3083,26,Pobednik,Polufinale,32,234,3083
1513,1588,4951,23,Pobednik,Polufinale,61,10,4951
1514,2491,4359,27,Pobednik,Finale,20,221,2491
1515,2776,2201,4,Pobednik,Finale,51,116,2201
1516,3592,1728,23,Nereseno,Polufinale,56,195,null
1517,3055,825,2,Nereseno,Polufinale,80,141,null
1518,665,4851,34,Nereseno,Finale,78,163,null
1519,4453,526,35,Nereseno,Samostoen,75,160,null
1520,3424,572,44,Nereseno,Polufinale,65,187,null
1521,519,2322,37,Nereseno,CetvrtFinale,34,12,null
1522,762,4218,9,Pobednik,CetvrtFinale,33,175,762
1523,154,787,30,Pobednik,Finale,17,74,154
1524,5163,4671,35,Nereseno,Samostoen,42,249,null
1525,155,2485,23,Nereseno,CetvrtFinale,68,243,null
1526,4164,1999,37,Pobednik,Kvalifikacii,44,231,4164
1527,1387,2015,44,Nereseno,CetvrtFinale,44,244,null
1528,4364,5030,2,Nereseno,CetvrtFinale,37,4,null
1529,2767,1403,15,Nereseno,Samostoen,17,9,null
1530,888,944,29,Pobednik,Finale,48,186,888
1531,2642,1362,18,Nereseno,CetvrtFinale,11,242,null
1532,3467,1407,9,Pobednik,Polufinale,15,41,1407
1533,3790,3791,25,Nereseno,Finale,53,76,null
1534,898,4325,19,Pobednik,Polufinale,70,174,898
1535,4266,4143,29,Nereseno,Kvalifikacii,10,246,null
1536,4961,2337,49,Nereseno,CetvrtFinale,11,73,null
1537,3508,5044,43,Pobednik,Samostoen,29,238,5044
1538,755,101,44,Nereseno,Finale,60,216,null
1539,404,4590,8,Pobednik,CetvrtFinale,60,130,404
1540,4255,4052,44,Pobednik,Finale,66,154,4052
1541,3322,481,3,Nereseno,Polufinale,57,11,null
1542,3752,4424,33,Pobednik,Polufinale,13,59,3752
1543,3355,189,38,Pobednik,Finale,38,69,3355
1544,2493,3368,22,Nereseno,Kvalifikacii,12,115,null
1545,1926,959,2,Pobednik,Samostoen,63,116,959
1546,3402,719,17,Nereseno,Samostoen,24,17,null
1547,3886,3392,5,Nereseno,Samostoen,45,87,null
1548,282,4394,3,Pobednik,Finale,70,182,282
1549,1845,3200,16,Nereseno,Polufinale,78,59,null
1550,704,2531,14,Pobednik,Kvalifikacii,65,134,704
1551,4003,1426,38,Nereseno,Kvalifikacii,22,127,null
1552,538,1436,36,Pobednik,CetvrtFinale,35,10,1436
1553,4875,3189,49,Pobednik,Polufinale,46,75,3189
1554,3487,3851,31,Pobednik,CetvrtFinale,28,146,3487
1555,3913,4123,4,Nereseno,Kvalifikacii,52,61,null
1556,1633,2507,18,Nereseno,Finale,67,255,null
1557,2576,3806,19,Pobednik,CetvrtFinale,50,197,3806
1558,4107,281,25,Nereseno,Polufinale,69,99,null
1559,2153,3690,31,Nereseno,Polufinale,64,78,null
1560,2308,3627,49,Nereseno,CetvrtFinale,46,90,null
1561,3414,550,45,Pobednik,Kvalifikacii,50,57,550
1562,2280,3057,35,Pobednik,Samostoen,23,15,3057
1563,4778,3759,23,Pobednik,Samostoen,17,111,4778
1564,1779,666,42,Nereseno,Polufinale,55,102,null
1565,1200,667,15,Nereseno,Polufinale,78,47,null
1566,3047,832,39,Nereseno,Finale,37,171,null
1567,3825,4425,48,Pobednik,Polufinale,42,129,3825
1568,3401,979,18,Nereseno,CetvrtFinale,50,36,null
1569,3011,1146,5,Pobednik,Finale,57,188,3011
1570,4176,4072,12,Nereseno,Polufinale,25,148,null
1571,228,2067,43,Nereseno,Polufinale,42,200,null
1572,3572,981,4,Nereseno,CetvrtFinale,16,54,null
1573,3880,4993,36,Pobednik,Samostoen,30,10,3880
1574,3378,4341,11,Nereseno,Polufinale,69,176,null
1575,2043,3222,16,Pobednik,Polufinale,79,254,2043
1576,2567,2026,12,Nereseno,Kvalifikacii,38,57,null
1577,4580,1225,19,Nereseno,CetvrtFinale,15,10,null
1578,2882,3333,5,Nereseno,Kvalifikacii,72,187,null
1579,536,4033,43,Pobednik,Finale,39,63,4033
1580,351,1778,48,Nereseno,Kvalifikacii,66,164,null
1581,2445,4418,31,Nereseno,Polufinale,52,4,null
1582,2911,3171,22,Nereseno,Polufinale,65,142,null
1583,4674,449,38,Nereseno,Finale,43,165,null
1584,1203,373,9,Nereseno,Samostoen,80,243,null
1585,5004,2761,12,Nereseno,Polufinale,21,135,null
1586,2876,4319,50,Nereseno,Kvalifikacii,58,141,null
1587,2561,4554,22,Nereseno,Samostoen,70,196,null
1588,5040,4958,44,Nereseno,Finale,79,203,null
1589,3127,4558,8,Nereseno,Samostoen,69,144,null
1590,2516,847,19,Nereseno,Samostoen,47,47,null
1591,1427,224,39,Nereseno,Samostoen,18,166,null
1592,4675,1385,25,Pobednik,Finale,76,158,1385
1593,3969,2339,24,Pobednik,Polufinale,63,28,2339
1594,3085,3201,34,Nereseno,Polufinale,35,130,null
1595,4026,3747,3,Pobednik,Samostoen,18,62,3747
1596,173,3276,15,Nereseno,Finale,59,88,null
1597,4195,2808,6,Pobednik,Samostoen,71,178,2808
1598,1371,2687,50,Nereseno,Finale,78,44,null
1599,2140,2764,16,Pobednik,Samostoen,44,83,2764
1600,1981,3802,18,Nereseno,Polufinale,61,174,null
1601,101,2006,28,Nereseno,Kvalifikacii,36,177,null
1602,4093,1507,47,Nereseno,Kvalifikacii,21,149,null
1603,1907,4013,32,Nereseno,Samostoen,64,132,null
1604,321,2617,44,Pobednik,Polufinale,65,217,321
1605,2828,5097,27,Pobednik,Polufinale,24,238,2828
1606,989,1046,16,Pobednik,CetvrtFinale,36,50,1046
1607,635,4766,33,Pobednik,CetvrtFinale,75,145,635
1608,2083,1777,44,Nereseno,Finale,26,191,null
1609,524,2678,25,Pobednik,Polufinale,80,60,524
1610,3971,2393,21,Pobednik,CetvrtFinale,29,82,2393
1611,3944,2119,12,Nereseno,Polufinale,35,107,null
1612,3796,3624,47,Nereseno,Kvalifikacii,57,141,null
1613,3500,2352,31,Nereseno,Kvalifikacii,16,73,null
1614,3983,2535,41,Pobednik,Samostoen,41,11,2535
1615,4955,2391,45,Pobednik,Polufinale,50,157,4955
1616,4304,4066,45,Pobednik,Finale,51,24,4304
1617,992,2989,3,Pobednik,Kvalifikacii,35,241,2989
1618,3828,2984,7,Nereseno,Samostoen,75,229,null
1619,4494,1745,11,Nereseno,Kvalifikacii,79,107,null
1620,3311,5135,2,Pobednik,CetvrtFinale,34,61,5135
1621,1925,4351,26,Pobednik,Samostoen,19,246,1925
1622,3249,2463,10,Nereseno,Polufinale,53,234,null
1623,2295,3608,30,Nereseno,Polufinale,11,125,null
1624,2871,816,48,Nereseno,Samostoen,44,179,null
1625,2096,2003,5,Nereseno,Polufinale,36,23,null
1626,1081,1389,7,Pobednik,CetvrtFinale,25,191,1081
1627,2389,2022,6,Nereseno,CetvrtFinale,65,219,null
1628,2058,4248,47,Nereseno,Kvalifikacii,51,89,null
1629,5097,3603,3,Pobednik,Kvalifikacii,21,26,3603
1630,1737,3004,24,Nereseno,Kvalifikacii,68,188,null
1631,4674,1142,44,Pobednik,Samostoen,62,251,4674
1632,223,1447,16,Pobednik,Samostoen,69,192,223
1633,3258,4283,25,Pobednik,CetvrtFinale,33,170,3258
1634,4350,1495,49,Pobednik,Finale,28,14,1495
1635,906,964,6,Nereseno,Kvalifikacii,39,217,null
1636,3232,1481,41,Pobednik,CetvrtFinale,52,253,1481
1637,2750,1695,47,Pobednik,Polufinale,44,220,2750
1638,5094,2539,50,Nereseno,Finale,40,178,null
1639,4135,4326,8,Pobednik,Finale,76,46,4135
1640,749,412,21,Nereseno,CetvrtFinale,20,130,null
1641,1542,3537,26,Nereseno,Finale,20,14,null
1642,1113,5112,31,Pobednik,CetvrtFinale,18,162,5112
1643,2658,2786,9,Nereseno,Kvalifikacii,64,46,null
1644,1871,1773,23,Nereseno,Kvalifikacii,41,206,null
1645,3666,5109,17,Pobednik,Kvalifikacii,49,172,3666
1646,5163,577,10,Nereseno,Polufinale,38,57,null
1647,3348,1583,34,Pobednik,Polufinale,54,99,3348
1648,2251,3211,40,Pobednik,Samostoen,32,232,2251
1649,3539,796,40,Pobednik,Polufinale,10,174,3539
1650,4543,2458,17,Nereseno,Polufinale,21,253,null
1651,2006,3670,49,Pobednik,CetvrtFinale,29,56,2006
1652,3147,4577,34,Pobednik,Polufinale,58,175,4577
1653,2954,1429,11,Nereseno,Kvalifikacii,67,32,null
1654,2829,1593,1,Nereseno,Finale,76,191,null
1655,814,2551,24,Pobednik,CetvrtFinale,74,72,814
1656,443,3773,3,Pobednik,CetvrtFinale,66,172,3773
1657,4518,5016,19,Pobednik,Samostoen,28,143,5016
1658,132,2814,23,Nereseno,Samostoen,55,174,null
1659,2262,745,31,Nereseno,Polufinale,25,79,null
1660,2471,1218,27,Nereseno,CetvrtFinale,57,246,null
1661,117,2934,26,Pobednik,CetvrtFinale,24,32,2934
1662,3987,3926,31,Pobednik,Finale,76,128,3926
1663,4598,1685,18,Pobednik,Finale,59,233,4598
1664,3235,4384,15,Nereseno,Polufinale,42,80,null
1665,210,2533,39,Nereseno,Samostoen,51,161,null
1666,1248,3610,21,Nereseno,Samostoen,72,245,null
1667,2144,3443,11,Pobednik,Kvalifikacii,40,130,2144
1668,3635,2086,33,Pobednik,Samostoen,61,14,2086
1669,2718,1921,8,Nereseno,Polufinale,45,64,null
1670,1259,3655,2,Nereseno,Samostoen,39,17,null
1671,3382,3692,35,Pobednik,Samostoen,30,101,3692
1672,1640,3032,21,Nereseno,CetvrtFinale,36,160,null
1673,489,2198,16,Nereseno,Finale,79,9,null
1674,2654,907,14,Pobednik,CetvrtFinale,72,252,2654
1675,2965,3080,42,Pobednik,Polufinale,18,201,2965
1676,5022,2890,19,Nereseno,Finale,53,203,null
1677,1308,4788,20,Nereseno,Kvalifikacii,70,199,null
1678,3425,2127,8,Pobednik,Samostoen,41,180,2127
1679,4283,3750,35,Pobednik,Finale,47,13,4283
1680,871,1411,6,Nereseno,CetvrtFinale,63,51,null
1681,4916,535,36,Nereseno,Kvalifikacii,29,95,null
1682,2231,4066,13,Pobednik,Samostoen,58,206,2231
1683,1304,736,13,Nereseno,Finale,56,51,null
1684,5096,4982,41,Pobednik,Kvalifikacii,71,192,4982
1685,1182,2171,36,Nereseno,CetvrtFinale,62,225,null
1686,3601,501,33,Pobednik,CetvrtFinale,49,84,3601
1687,1286,1730,31,Nereseno,Samostoen,70,74,null
1688,2304,2541,38,Nereseno,CetvrtFinale,56,225,null
1689,4372,579,50,Pobednik,Kvalifikacii,38,237,579
1690,5119,530,35,Nereseno,Finale,52,80,null
1691,811,3996,15,Pobednik,CetvrtFinale,75,136,3996
1692,2039,2826,28,Nereseno,CetvrtFinale,44,248,null
1693,2213,1071,42,Nereseno,Samostoen,35,120,null
1694,1117,4806,45,Pobednik,Samostoen,56,43,1117
1695,405,4244,50,Pobednik,Polufinale,77,197,4244
1696,4511,2147,6,Nereseno,Kvalifikacii,80,86,null
1697,4526,1003,17,Pobednik,Finale,72,159,4526
1698,5056,4909,2,Pobednik,Polufinale,62,91,4909
1699,1222,2183,18,Pobednik,Finale,24,95,1222
1700,4548,4451,16,Nereseno,CetvrtFinale,12,31,null
1701,533,1311,12,Nereseno,Kvalifikacii,74,221,null
1702,557,1101,32,Nereseno,Samostoen,61,55,null
1703,2368,1597,48,Pobednik,Finale,74,47,1597
1704,2388,1905,4,Nereseno,Kvalifikacii,14,227,null
1705,530,4081,9,Nereseno,Finale,10,93,null
1706,5044,2299,29,Nereseno,Polufinale,40,184,null
1707,898,4900,24,Nereseno,Kvalifikacii,49,9,null
1708,2812,3448,25,Nereseno,Polufinale,46,35,null
1709,5158,1495,4,Pobednik,CetvrtFinale,58,112,5158
1710,624,1194,22,Nereseno,Polufinale,79,242,null
1711,1759,1710,42,Pobednik,Finale,13,165,1759
1712,3427,3520,30,Pobednik,Kvalifikacii,50,91,3520
1713,3242,3775,5,Nereseno,Samostoen,78,60,null
1714,3698,2820,26,Pobednik,Finale,77,76,3698
1715,3051,4539,46,Nereseno,Finale,28,51,null
1716,3314,2036,7,Pobednik,CetvrtFinale,41,189,2036
1717,1413,3057,5,Nereseno,CetvrtFinale,57,161,null
1718,313,1640,15,Pobednik,Polufinale,13,17,1640
1719,4748,1721,33,Nereseno,Finale,50,208,null
1720,2862,1775,37,Pobednik,Polufinale,25,128,1775
1721,4299,1606,29,Pobednik,Polufinale,69,96,1606
1722,1699,2582,44,Nereseno,Polufinale,14,5,null
1723,1150,2176,28,Pobednik,Samostoen,73,9,1150
1724,485,1425,24,Pobednik,Kvalifikacii,64,152,485
1725,5137,2890,33,Nereseno,Polufinale,32,20,null
1726,1071,4394,19,Pobednik,Finale,12,41,1071
1727,710,2609,18,Nereseno,CetvrtFinale,69,85,null
1728,4731,1233,50,Nereseno,CetvrtFinale,37,218,null
1729,509,2853,18,Pobednik,CetvrtFinale,32,180,2853
1730,2814,3837,42,Nereseno,CetvrtFinale,10,49,null
1731,4600,3872,22,Nereseno,Polufinale,31,34,null
1732,3215,566,48,Nereseno,CetvrtFinale,16,88,null
1733,420,3797,48,Nereseno,Samostoen,47,252,null
1734,1801,2623,34,Pobednik,Samostoen,61,252,2623
1735,839,755,33,Nereseno,Kvalifikacii,28,29,null
1736,4910,1164,30,Pobednik,CetvrtFinale,70,3,4910
1737,1576,4176,2,Pobednik,Samostoen,71,58,1576
1738,345,2231,9,Nereseno,Samostoen,69,198,null
1739,2626,3790,42,Nereseno,Finale,16,17,null
1740,3356,471,16,Pobednik,Polufinale,56,247,3356
1741,797,931,19,Nereseno,Finale,12,227,null
1742,4913,574,12,Nereseno,Finale,42,251,null
1743,1014,4554,37,Pobednik,Finale,15,235,4554
1744,513,4247,45,Nereseno,Polufinale,22,138,null
1745,4216,3808,23,Pobednik,Samostoen,24,202,4216
1746,463,4858,4,Nereseno,Finale,27,164,null
1747,1367,4821,44,Pobednik,Polufinale,78,33,1367
1748,3352,1754,18,Pobednik,Polufinale,70,250,3352
1749,4768,3375,18,Nereseno,Kvalifikacii,59,40,null
1750,1217,206,45,Pobednik,Finale,42,165,1217
1751,4160,813,38,Pobednik,Kvalifikacii,36,98,4160
1752,756,4864,6,Nereseno,Polufinale,38,135,null
1753,4289,4640,28,Pobednik,Kvalifikacii,22,196,4289
1754,1032,1579,29,Nereseno,Samostoen,30,158,null
1755,4805,544,19,Pobednik,Samostoen,17,130,544
1756,3165,2232,30,Nereseno,CetvrtFinale,44,34,null
1757,1681,4444,48,Nereseno,CetvrtFinale,22,96,null
1758,2686,2543,31,Pobednik,CetvrtFinale,32,55,2543
1759,2918,3425,38,Pobednik,Polufinale,29,44,3425
1760,1851,3563,31,Nereseno,Polufinale,43,27,null
1761,2098,3593,22,Nereseno,Samostoen,75,241,null
1762,3358,2161,2,Nereseno,Polufinale,80,83,null
1763,477,4169,41,Nereseno,Polufinale,41,90,null
1764,5031,496,40,Pobednik,Polufinale,53,70,5031
1765,1707,4508,29,Pobednik,Samostoen,35,147,4508
1766,2175,4894,24,Pobednik,CetvrtFinale,79,211,4894
1767,1587,3825,41,Pobednik,Finale,53,20,1587
1768,4200,3275,16,Pobednik,Finale,43,86,4200
1769,5024,4739,23,Nereseno,Samostoen,77,124,null
1770,3874,1068,6,Pobednik,Samostoen,41,250,3874
1771,1097,4780,10,Nereseno,Samostoen,35,28,null
1772,2497,4881,13,Pobednik,CetvrtFinale,76,145,2497
1773,362,2520,4,Nereseno,Finale,68,221,null
1774,3929,860,2,Pobednik,Finale,63,194,3929
1775,3482,4598,50,Nereseno,Samostoen,49,37,null
1776,1421,4457,42,Nereseno,Samostoen,64,249,null
1777,2094,4752,16,Nereseno,Finale,47,33,null
1778,2736,1822,14,Pobednik,Polufinale,59,94,1822
1779,4405,2991,31,Nereseno,Polufinale,55,88,null
1780,1515,2466,33,Nereseno,Samostoen,66,141,null
1781,840,4481,3,Pobednik,CetvrtFinale,53,20,4481
1782,1443,3558,1,Pobednik,Finale,12,243,1443
1783,2097,1623,44,Nereseno,Samostoen,49,188,null
1784,553,3509,6,Nereseno,Finale,72,1,null
1785,3318,3814,42,Nereseno,CetvrtFinale,65,215,null
1786,1967,3688,13,Pobednik,CetvrtFinale,31,172,1967
1787,1881,3388,35,Pobednik,Finale,74,173,3388
1788,2242,3052,7,Nereseno,Polufinale,64,196,null
1789,1612,1894,49,Nereseno,Samostoen,27,252,null
1790,2071,3138,44,Nereseno,Samostoen,10,20,null
1791,1460,5022,29,Nereseno,Samostoen,36,135,null
1792,2151,5159,24,Nereseno,Samostoen,53,237,null
1793,2085,2294,44,Nereseno,Samostoen,76,39,null
1794,1670,3365,31,Nereseno,Finale,60,172,null
1795,1352,2103,28,Nereseno,CetvrtFinale,40,44,null
1796,2920,4716,19,Nereseno,Kvalifikacii,21,99,null
1797,1504,3534,7,Pobednik,Finale,70,193,3534
1798,5085,3755,50,Nereseno,Kvalifikacii,80,127,null
1799,979,4321,23,Nereseno,Finale,71,174,null
1800,2701,3576,20,Nereseno,Polufinale,28,102,null
1801,177,2565,42,Nereseno,Samostoen,66,236,null
1802,729,621,43,Nereseno,Kvalifikacii,50,79,null
1803,4733,1641,39,Nereseno,CetvrtFinale,42,4,null
1804,4498,3731,47,Nereseno,Polufinale,69,247,null
1805,5083,4026,47,Pobednik,Samostoen,22,222,5083
1806,2383,1743,46,Nereseno,CetvrtFinale,34,66,null
1807,1185,1896,45,Pobednik,Samostoen,53,81,1185
1808,3871,410,24,Nereseno,Samostoen,24,131,null
1809,3596,2578,29,Nereseno,Samostoen,39,119,null
1810,1493,3801,30,Nereseno,Finale,59,241,null
1811,4244,4933,48,Nereseno,Kvalifikacii,52,2,null
1812,4429,923,18,Pobednik,Finale,12,177,4429
1813,1609,5158,41,Pobednik,Polufinale,41,9,5158
1814,1781,2674,30,Nereseno,Samostoen,80,153,null
1815,1899,3001,40,Pobednik,Samostoen,41,159,1899
1816,5079,4123,12,Nereseno,CetvrtFinale,75,207,null
1817,1162,1136,32,Pobednik,Finale,55,10,1162
1818,2272,2182,5,Nereseno,Kvalifikacii,78,66,null
1819,4697,2693,50,Pobednik,Kvalifikacii,64,44,2693
1820,1696,247,7,Nereseno,Kvalifikacii,24,223,null
1821,3710,4604,33,Nereseno,Finale,52,175,null
1822,3660,117,23,Pobednik,CetvrtFinale,39,71,117
1823,4323,3272,12,Pobednik,Samostoen,77,239,4323
1824,2382,391,10,Pobednik,Polufinale,17,98,2382
1825,422,3307,2,Nereseno,Polufinale,19,193,null
1826,950,4628,33,Nereseno,CetvrtFinale,17,127,null
1827,3606,1560,29,Pobednik,Kvalifikacii,20,63,1560
1828,5098,1990,16,Nereseno,Kvalifikacii,23,204,null
1829,3192,582,23,Pobednik,CetvrtFinale,16,35,582
1830,1416,3950,18,Nereseno,CetvrtFinale,19,234,null
1831,3845,4199,33,Nereseno,Polufinale,48,193,null
1832,1262,4987,37,Nereseno,Polufinale,55,37,null
1833,2379,4719,43,Nereseno,Polufinale,49,209,null
1834,1397,2778,31,Nereseno,Samostoen,23,223,null
1835,2644,4911,22,Nereseno,Polufinale,33,69,null
1836,4668,1339,5,Nereseno,Kvalifikacii,72,177,null
1837,1746,1135,30,Pobednik,Samostoen,30,42,1135
1838,857,2820,6,Nereseno,Finale,40,61,null
1839,3009,3643,12,Nereseno,Polufinale,58,97,null
1840,268,2395,50,Pobednik,Polufinale,72,113,268
1841,1525,754,49,Nereseno,Finale,35,43,null
1842,2522,3635,38,Pobednik,Samostoen,17,245,3635
1843,4682,934,50,Pobednik,Kvalifikacii,53,100,934
1844,1920,4105,4,Nereseno,Polufinale,55,3,null
1845,4594,2580,45,Pobednik,Samostoen,16,81,2580
1846,759,3382,36,Pobednik,Finale,21,133,3382
1847,4678,4675,37,Pobednik,CetvrtFinale,76,147,4675
1848,2041,1068,1,Nereseno,Samostoen,41,113,null
1849,2415,3387,14,Pobednik,Kvalifikacii,70,9,2415
1850,4918,2894,38,Nereseno,Kvalifikacii,24,217,null
1851,626,136,11,Pobednik,CetvrtFinale,54,181,136
1852,2021,4556,13,Pobednik,Kvalifikacii,45,115,2021
1853,1604,3693,47,Nereseno,Kvalifikacii,36,144,null
1854,4373,127,8,Pobednik,Samostoen,28,244,127
1855,2395,1566,12,Pobednik,CetvrtFinale,11,82,1566
1856,1008,4759,16,Nereseno,CetvrtFinale,77,131,null
1857,3987,2214,46,Pobednik,Kvalifikacii,33,250,3987
1858,5110,3013,35,Pobednik,CetvrtFinale,37,13,5110
1859,1837,4644,9,Pobednik,Samostoen,41,98,1837
1860,159,3964,4,Pobednik,Kvalifikacii,31,13,3964
1861,4031,4711,44,Pobednik,CetvrtFinale,12,138,4031
