ID,brPrijava,KorisnikID,NastanID,Status
1495,Faroe Islands_2021:1495,2863,16,Pending
1496,Philippines_2024:1496,729,1,Pending
1497,Portugal_2023:1497,850,110,Aktiven
1498,Albania_2020:1498,463,70,Neaktiven
1499,Australia_2020:1499,1965,105,Aktiven
1500,Sweden_2024:1500,4643,73,Neaktiven
1501,Seychelles_2024:1501,4818,88,Aktiven
1502,Sweden_2024:1502,4974,73,Neaktiven
1503,Portugal_2022:1503,624,103,Pending
1504,Georgia_2021:1504,2124,7,Neaktiven
1505,Morocco_2024:1505,4928,3,Neaktiven
1506,Zimbabwe_2022:1506,2068,30,Aktiven
1507,Croatia_2020:1507,2730,22,Aktiven
1508,Switzerland_2025:1508,1574,45,Pending
1509,Israel_2021:1509,1462,59,Aktiven
1510,Lithuania_2023:1510,512,95,Pending
1511,Portugal_2022:1511,1722,103,Aktiven
1512,Russia_2020:1512,3945,9,Neaktiven
1513,Chile_2023:1513,1226,41,Pending
1514,Barbados_2024:1514,1668,79,Pending
1515,Argentina_2021:1515,1412,42,Neaktiven
1516,Zimbabwe_2022:1516,3621,30,Pending
1517,Pakistan_2022:1517,1393,28,Aktiven
1518,Trinidad and Tobago_2023:1518,796,67,Aktiven
1519,Zimbabwe_2022:1519,3640,30,Pending
1520,Zimbabwe_2022:1520,3508,30,Neaktiven
1521,Cuba_2023:1521,1510,54,Neaktiven
1522,India_2021:1522,2625,92,Pending
1523,Panama_2022:1523,2751,62,Aktiven
1524,Philippines_2024:1524,3367,1,Neaktiven
1525,Cuba_2023:1525,4225,31,Neaktiven
1526,Israel_2021:1526,800,59,Aktiven
1527,Colombia_2023:1527,1359,72,Neaktiven
1528,Hungary_2024:1528,2720,85,Pending
1529,Belgium_2023:1529,2316,61,Aktiven
1530,Romania_2020:1530,2765,10,Pending
1531,Cuba_2023:1531,1585,54,Pending
1532,Bangladesh_2021:1532,1009,90,Pending
1533,Portugal_2023:1533,829,110,Neaktiven
1534,Cuba_2023:1534,1469,31,Pending
1535,Belgium_2023:1535,41,61,Pending
1536,Kosovo_2023:1536,4231,17,Pending
1537,Zimbabwe_2025:1537,3283,4,Pending
1538,Norway_2022:1538,2924,75,Aktiven
1539,Cuba_2023:1539,1372,54,Neaktiven
1540,Finland_2024:1540,3412,63,Pending
1541,Russia_2020:1541,965,9,Pending
1542,Ireland_2020:1542,926,43,Pending
1543,Algeria_2021:1543,4195,78,Pending
1544,Sri Lanka_2024:1544,4527,57,Neaktiven
1545,Spain_2021:1545,1849,68,Pending
1546,Switzerland_2025:1546,902,45,Aktiven
1547,Argentina_2021:1547,458,42,Pending
1548,Barbados_2024:1548,3325,49,Pending
1549,Bangladesh_2021:1549,2798,90,Pending
1550,Trinidad and Tobago_2023:1550,609,67,Pending
1551,Israel_2021:1551,3402,59,Pending
1552,Kenya_2025:1552,1895,66,Aktiven
1553,Cuba_2023:1553,5063,31,Neaktiven
1554,women's_2022:1554,4448,32,Aktiven
1555,Nepal_2021:1555,4027,108,Neaktiven
1556,Kosovo_2023:1556,2631,17,Pending
1557,Barbados_2024:1557,1446,49,Neaktiven
1558,India_2020:1558,1248,38,Aktiven
1559,Turkey_2021:1559,4028,2,Pending
1560,Kenya_2025:1560,1021,66,Aktiven
1561,Serbia_2020:1561,1585,77,Aktiven
1562,Turkey_2021:1562,3161,2,Neaktiven
1563,Suriname_2023:1563,790,26,Pending
1564,Spain_2021:1564,343,68,Aktiven
1565,Singapore_2020:1565,5020,25,Neaktiven
1566,Venezuela_2024:1566,2537,44,Neaktiven
1567,Lebanon_2020:1567,226,14,Aktiven
1568,Great Britain_2023:1568,2760,98,Pending
1569,Singapore_2021:1569,627,20,Neaktiven
1570,Netherlands_2023:1570,4519,89,Aktiven
1571,Faroe Islands_2021:1571,4475,16,Pending
1572,India_2021:1572,3479,92,Pending
1573,Denmark_2021:1573,2062,21,Aktiven
1574,Ireland_2024:1574,809,83,Aktiven
1575,Venezuela_2025:1575,59,34,Pending
1576,Sweden_2024:1576,634,73,Aktiven
1577,Norway_2022:1577,4972,75,Neaktiven
1578,Italy_2024:1578,3727,86,Pending
1579,Panama_2022:1579,1134,62,Aktiven
1580,Serbia_2020:1580,3282,77,Aktiven
1581,Albania_2023:1581,1211,15,Pending
1582,Nicaragua_2021:1582,1718,81,Pending
1583,Morocco_2020:1583,2008,23,Neaktiven
1584,United Arab Emirates_2022:1584,1789,104,Neaktiven
1585,Barbados_2024:1585,3954,79,Neaktiven
1586,Ireland_2020:1586,869,43,Neaktiven
1587,Albania_2021:1587,5124,60,Aktiven
1588,Ireland_2024:1588,1198,83,Aktiven
1589,Great Britain_2021:1589,4142,53,Aktiven
1590,Croatia_2020:1590,2965,22,Pending
1591,Israel_2021:1591,3808,59,Aktiven
1592,Montenegro_2022:1592,2708,65,Aktiven
1593,Serbia_2020:1593,2782,77,Neaktiven
1594,Belgium_2023:1594,80,61,Neaktiven
1595,Turkey_2021:1595,450,2,Pending
1596,Colombia_2021:1596,2342,50,Aktiven
1597,Lebanon_2020:1597,2731,14,Pending
1598,Belgium_2023:1598,4720,61,Pending
1599,Albania_2021:1599,3039,60,Neaktiven
1600,Barbados_2024:1600,745,79,Pending
1601,India_2021:1601,401,92,Aktiven
1602,Croatia_2020:1602,1774,22,Pending
1603,women's_2022:1603,1396,32,Neaktiven
1604,Kazakhstan_2024:1604,1643,106,Neaktiven
1605,Portugal_2023:1605,3270,110,Aktiven
1606,Panama_2022:1606,5147,62,Neaktiven
1607,Cuba_2023:1607,534,54,Neaktiven
1608,Kosovo_2023:1608,20,17,Pending
1609,Ukraine_2021:1609,2145,27,Neaktiven
1610,Zimbabwe_2025:1610,975,4,Pending
1611,Zambia_2022:1611,1844,102,Neaktiven
1612,Bangladesh_2021:1612,4303,90,Neaktiven
1613,Estonia_2024:1613,1170,33,Pending
1614,Macedonia_2023:1614,2186,19,Pending
1615,Serbia_2020:1615,2063,77,Pending
1616,Philippines_2025:1616,2430,11,Pending
1617,Albania_2023:1617,1286,15,Pending
1618,China_2023:1618,4636,64,Pending
1619,Portugal_2022:1619,2147,103,Pending
1620,Sweden_2024:1620,360,73,Neaktiven
1621,Germany_2025:1621,4535,55,Neaktiven
1622,India_2020:1622,3503,38,Pending
1623,Great Britain_2021:1623,2988,53,Aktiven
1624,Ukraine_2021:1624,133,27,Aktiven
1625,Trinidad and Tobago_2023:1625,1841,67,Aktiven
1626,Ukraine_2021:1626,3007,27,Neaktiven
1627,Faroe Islands_2021:1627,2265,16,Aktiven
1628,Zambia_2022:1628,4147,102,Aktiven
1629,Colombia_2021:1629,2334,50,Neaktiven
1630,Italy_2024:1630,4222,86,Aktiven
1631,Montenegro_2022:1631,1199,65,Pending
1632,Bangladesh_2021:1632,905,90,Neaktiven
1633,Argentina_2021:1633,3327,42,Neaktiven
1634,Sri Lanka_2024:1634,749,57,Neaktiven
1635,Israel_2021:1635,1298,59,Pending
1636,Greece_2020:1636,4175,40,Pending
1637,Germany_2025:1637,1852,55,Neaktiven
1638,Lebanon_2020:1638,4075,14,Aktiven
1639,Georgia_2023:1639,3378,51,Pending
1640,Latvia_2021:1640,2276,47,Pending
1641,Croatia_2020:1641,2237,22,Pending
1642,Iran_2020:1642,4573,6,Pending
1643,Germany_2021:1643,1700,36,Pending
1644,Portugal_2022:1644,4732,103,Aktiven
1645,Israel_2021:1645,4594,91,Neaktiven
1646,Macedonia_2023:1646,1057,19,Aktiven
1647,Italy_2024:1647,126,86,Neaktiven
1648,Colombia_2022:1648,2816,84,Neaktiven
1649,Greece_2020:1649,195,40,Neaktiven
1650,Latvia_2021:1650,3616,47,Aktiven
1651,Norway_2023:1651,3758,97,Pending
1652,Trinidad and Tobago_2023:1652,1500,67,Neaktiven
1653,Hungary_2024:1653,2552,85,Neaktiven
1654,Cuba_2023:1654,3211,99,Aktiven
1655,Spain_2021:1655,3201,68,Pending
1656,Philippines_2025:1656,4919,11,Aktiven
1657,Morocco_2023:1657,3770,101,Pending
1658,Pakistan_2022:1658,1976,28,Neaktiven
1659,Belgium_2023:1659,4298,61,Aktiven
1660,Trinidad and Tobago_2023:1660,1482,67,Neaktiven
1661,Scotland_2022:1661,4966,87,Neaktiven
1662,Faroe Islands_2021:1662,3198,16,Pending
1663,Germany_2025:1663,1055,55,Aktiven
1664,Kazakhstan_2024:1664,3109,106,Neaktiven
1665,Austria_2021:1665,876,109,Neaktiven
1666,Venezuela_2025:1666,3592,34,Neaktiven
1667,Norway_2023:1667,1122,97,Pending
1668,Norway_2022:1668,3332,75,Neaktiven
1669,Trinidad and Tobago_2023:1669,2976,67,Pending
1670,India_2021:1670,3328,92,Aktiven
1671,Finland_2024:1671,2201,63,Aktiven
1672,Montenegro_2022:1672,3081,65,Aktiven
1673,Great Britain_2023:1673,1405,98,Aktiven
1674,Estonia_2024:1674,3256,33,Pending
1675,Philippines_2025:1675,2104,11,Aktiven
1676,Great Britain_2023:1676,3848,98,Pending
1677,Bangladesh_2021:1677,3188,29,Pending
1678,Switzerland_2025:1678,4480,45,Pending
1679,Bangladesh_2021:1679,4779,29,Neaktiven
1680,Norway_2022:1680,4291,75,Neaktiven
1681,Northern Ireland_2022:1681,2880,12,Aktiven
1682,Portugal_2025:1682,1431,35,Aktiven
1683,Romania_2020:1683,2973,10,Aktiven
1684,Venezuela_2025:1684,991,34,Pending
1685,Kosovo_2023:1685,4416,17,Aktiven
1686,Zimbabwe_2025:1686,1025,4,Aktiven
1687,Botswana_2020:1687,4596,100,Pending
1688,India_2021:1688,827,92,Neaktiven
1689,France_2023:1689,2535,13,Aktiven
1690,Portugal_2025:1690,3761,35,Aktiven
1691,Portugal_2022:1691,3784,103,Aktiven
1692,Serbia_2020:1692,767,77,Aktiven
1693,Panama_2022:1693,4280,62,Neaktiven
1694,Austria_2024:1694,4517,93,Aktiven
1695,Colombia_2023:1695,2058,72,Neaktiven
1696,Mexico_2023:1696,4446,74,Neaktiven
1697,Germany_2021:1697,1405,36,Pending
1698,Portugal_2025:1698,2535,35,Neaktiven
1699,Bangladesh_2021:1699,3626,29,Aktiven
1700,Morocco_2020:1700,265,23,Pending
1701,Cuba_2023:1701,269,99,Aktiven
1702,United States _2020:1702,2017,5,Aktiven
1703,Georgia_2023:1703,2694,51,Pending
1704,Northern Ireland_2021:1704,2646,76,Pending
1705,Barbados_2024:1705,3798,49,Aktiven
1706,Latvia_2021:1706,2432,47,Neaktiven
1707,Sri Lanka_2024:1707,4925,57,Aktiven
1708,Cuba_2023:1708,3033,54,Neaktiven
1709,United States _2020:1709,2979,5,Neaktiven
1710,Cuba_2023:1710,3111,99,Neaktiven
1711,Ukraine_2021:1711,2121,27,Pending
1712,Germany_2025:1712,611,55,Aktiven
1713,women's_2022:1713,1287,32,Aktiven
1714,Hungary_2024:1714,1736,85,Pending
1715,Turkey_2021:1715,2914,2,Pending
1716,Albania_2021:1716,2161,60,Pending
1717,China_2023:1717,1325,64,Neaktiven
1718,Kenya_2025:1718,1896,66,Neaktiven
1719,Philippines_2025:1719,448,11,Pending
1720,Zimbabwe_2025:1720,2227,4,Aktiven
1721,Sri Lanka_2024:1721,1588,57,Pending
1722,Turkey_2021:1722,1041,2,Pending
1723,Romania_2020:1723,1971,10,Pending
1724,Denmark_2021:1724,235,21,Aktiven
1725,Greece_2020:1725,2067,40,Pending
1726,Faroe Islands_2021:1726,4533,16,Aktiven
1727,Portugal_2022:1727,2576,103,Pending
1728,Denmark_2021:1728,2735,21,Aktiven
1729,Cuba_2023:1729,4929,31,Pending
1730,Australia_2020:1730,2208,105,Pending
1731,Kazakhstan_2024:1731,4766,106,Neaktiven
1732,Great Britain_2021:1732,133,53,Pending
1733,Singapore_2024:1733,1913,82,Neaktiven
1734,Germany_2021:1734,3542,36,Pending
1735,Mexico_2023:1735,931,74,Neaktiven
1736,Greece_2020:1736,2231,40,Neaktiven
1737,Cuba_2023:1737,4490,54,Aktiven
1738,Austria_2024:1738,4866,93,Pending
1739,Venezuela_2025:1739,4749,34,Pending
1740,Honduras_2024:1740,2158,39,Pending
1741,Portugal_2025:1741,1528,35,Pending
1742,Germany_2025:1742,2889,55,Pending
1743,Austria_2024:1743,4304,93,Aktiven
1744,Sri Lanka_2024:1744,309,57,Aktiven
1745,Spain_2021:1745,1967,68,Aktiven
1746,Israel_2021:1746,3508,91,Aktiven
1747,Turkey_2021:1747,1800,2,Aktiven
1748,Nicaragua_2021:1748,4567,81,Aktiven
1749,Italy_2024:1749,289,86,Pending
1750,Northern Ireland_2021:1750,2990,76,Neaktiven
1751,France_2023:1751,3637,13,Neaktiven
1752,Ireland_2020:1752,4698,43,Pending
1753,Romania_2020:1753,789,10,Pending
1754,Ukraine_2021:1754,2445,27,Aktiven
1755,Panama_2022:1755,347,62,Aktiven
1756,India_2020:1756,2736,38,Neaktiven
1757,Azerbaijan_2020:1757,1821,56,Neaktiven
1758,Ireland_2020:1758,4144,43,Neaktiven
1759,Nicaragua_2021:1759,2714,81,Neaktiven
1760,Macedonia_2023:1760,3440,19,Neaktiven
1761,Scotland_2022:1761,4540,87,Pending
1762,Kenya_2022:1762,4209,18,Neaktiven
1763,Nicaragua_2021:1763,5010,81,Aktiven
1764,Pakistan_2022:1764,3473,28,Pending
1765,Singapore_2020:1765,4647,25,Neaktiven
1766,Denmark_2021:1766,1681,21,Neaktiven
1767,Macedonia_2023:1767,5117,19,Aktiven
1768,Dominican Republic_2023:1768,3352,48,Neaktiven
1769,India_2021:1769,2137,92,Aktiven
1770,India_2020:1770,237,38,Pending
1771,Pakistan_2022:1771,595,28,Neaktiven
1772,Montenegro_2022:1772,1323,96,Aktiven
1773,Nicaragua_2021:1773,3482,81,Pending
1774,Azerbaijan_2020:1774,4252,56,Pending
1775,Estonia_2023:1775,2569,69,Aktiven
1776,Bangladesh_2021:1776,2230,29,Pending
1777,Austria_2021:1777,3245,109,Neaktiven
1778,Morocco_2024:1778,1884,3,Pending
1779,Lebanon_2020:1779,1792,14,Neaktiven
1780,Austria_2021:1780,3136,109,Aktiven
1781,Hungary_2024:1781,3719,85,Neaktiven
1782,Botswana_2020:1782,4589,100,Neaktiven
1783,Colombia_2021:1783,2325,50,Pending
1784,Portugal_2023:1784,1392,110,Pending
1785,China_2022:1785,461,107,Aktiven
1786,Sri Lanka_2024:1786,4365,57,Neaktiven
1787,Nepal_2021:1787,812,108,Aktiven
1788,Zambia_2024:1788,4878,46,Neaktiven
1789,Greece_2020:1789,950,40,Pending
1790,Kenya_2025:1790,2647,66,Pending
1791,Azerbaijan_2020:1791,4362,56,Aktiven
1792,Azerbaijan_2020:1792,2636,56,Neaktiven
1793,Estonia_2023:1793,4551,69,Neaktiven
1794,Portugal_2022:1794,3311,103,Aktiven
1795,Zambia_2022:1795,1567,102,Pending
1796,Sweden_2024:1796,1877,73,Aktiven
1797,Estonia_2023:1797,4682,69,Pending
1798,women's_2022:1798,4611,32,Neaktiven
1799,Germany_2021:1799,2950,36,Aktiven
1800,Kazakhstan_2024:1800,3738,106,Neaktiven
1801,Algeria_2021:1801,1502,78,Neaktiven
1802,Albania_2023:1802,1994,15,Neaktiven
1803,Mongolia_2023:1803,1949,37,Neaktiven
1804,Portugal_2022:1804,4644,103,Aktiven
1805,Singapore_2021:1805,3352,20,Neaktiven
1806,Montenegro_2022:1806,563,96,Pending
1807,Israel_2021:1807,252,59,Aktiven
1808,Estonia_2023:1808,770,69,Aktiven
1809,Great Britain_2021:1809,2124,53,Aktiven
1810,Latvia_2021:1810,2288,47,Neaktiven
1811,Kosovo_2023:1811,1194,17,Neaktiven
1812,Colombia_2023:1812,2113,72,Pending
1813,Ukraine_2021:1813,1199,27,Neaktiven
1814,Singapore_2024:1814,3738,82,Neaktiven
1815,Montenegro_2022:1815,4631,96,Aktiven
1816,Macedonia_2023:1816,2685,19,Aktiven
1817,Azerbaijan_2020:1817,1707,56,Aktiven
1818,Ukraine_2021:1818,484,27,Aktiven
1819,Singapore_2020:1819,4870,25,Pending
1820,Barbados_2024:1820,537,49,Neaktiven
1821,Venezuela_2024:1821,501,44,Neaktiven
1822,Switzerland_2025:1822,1627,45,Aktiven
1823,Switzerland_2025:1823,4889,45,Aktiven
1824,Morocco_2024:1824,3121,3,Pending
1825,Kosovo_2023:1825,2968,17,Aktiven
1826,Belgium_2023:1826,4907,61,Neaktiven
1827,United Arab Emirates_2022:1827,267,104,Neaktiven
1828,India_2020:1828,3520,38,Pending
1829,Russia_2020:1829,3715,9,Aktiven
1830,United Arab Emirates_2022:1830,4593,104,Neaktiven
1831,Faroe Islands_2021:1831,343,16,Aktiven
1832,Georgia_2021:1832,2393,7,Aktiven
1833,Great Britain_2021:1833,3062,53,Pending
1834,Montenegro_2022:1834,263,65,Pending
1835,Georgia_2021:1835,1111,7,Aktiven
1836,Argentina_2021:1836,3692,42,Neaktiven
1837,Georgia_2021:1837,3708,7,Neaktiven
1838,Spain_2021:1838,2632,68,Neaktiven
1839,Kenya_2025:1839,3135,66,Aktiven
1840,Trinidad and Tobago_2023:1840,358,67,Neaktiven
1841,Austria_2024:1841,2821,93,Neaktiven
1842,Pakistan_2022:1842,885,28,Aktiven
1843,Hungary_2024:1843,893,85,Neaktiven
1844,Turkey_2021:1844,700,2,Pending
1845,Botswana_2020:1845,5006,100,Neaktiven
1846,New Zealand_2021:1846,4790,52,Pending
1847,Malta_2021:1847,1774,24,Neaktiven
1848,Panama_2022:1848,195,62,Pending
1849,Kenya_2022:1849,3370,18,Aktiven
1850,Turkey_2021:1850,4191,2,Neaktiven
1851,Spain_2021:1851,3811,68,Aktiven
1852,Iran_2020:1852,1971,6,Pending
1853,Mexico_2023:1853,1706,74,Aktiven
1854,Venezuela_2025:1854,5151,34,Neaktiven
1855,women's_2022:1855,648,32,Pending
1856,Netherlands_2023:1856,792,89,Pending
1857,Northern Ireland_2023:1857,748,71,Aktiven
1858,Sri Lanka_2024:1858,3153,57,Aktiven
1859,Bangladesh_2021:1859,1950,90,Aktiven
1860,Venezuela_2024:1860,4396,44,Aktiven
1861,Mongolia_2023:1861,2305,37,Aktiven
1862,Barbados_2024:1862,1565,49,Pending
1863,Turkey_2021:1863,5104,2,Aktiven
1864,Australia_2020:1864,3327,105,Neaktiven
1865,Singapore_2020:1865,1549,25,Pending
1866,Singapore_2021:1866,2346,20,Neaktiven
1867,Nepal_2021:1867,4338,108,Aktiven
1868,Norway_2023:1868,773,97,Neaktiven
1869,Nicaragua_2021:1869,822,81,Pending
1870,Zimbabwe_2025:1870,3818,4,Aktiven
1871,Portugal_2025:1871,3327,35,Pending
1872,Portugal_2023:1872,4849,110,Pending
1873,Dominican Republic_2023:1873,950,48,Pending
1874,Canada_2021:1874,3388,8,Aktiven
1875,Colombia_2022:1875,1117,84,Pending
1876,Bangladesh_2021:1876,1138,90,Pending
1877,Singapore_2020:1877,2476,25,Pending
1878,Singapore_2021:1878,1288,20,Neaktiven
1879,Hungary_2024:1879,5042,85,Aktiven
1880,Azerbaijan_2020:1880,4983,56,Neaktiven
1881,Suriname_2023:1881,3805,26,Aktiven
1882,Northern Ireland_2021:1882,269,76,Neaktiven
1883,Bangladesh_2021:1883,2645,90,Aktiven
1884,Albania_2023:1884,1409,15,Aktiven
1885,Pakistan_2022:1885,4858,28,Neaktiven
1886,Venezuela_2024:1886,1533,44,Neaktiven
1887,Suriname_2023:1887,1341,26,Aktiven
1888,Portugal_2022:1888,3986,103,Pending
1889,Zimbabwe_2025:1889,3192,4,Pending
1890,Zambia_2024:1890,2924,46,Pending
1891,Croatia_2020:1891,525,22,Aktiven
1892,Colombia_2021:1892,3617,50,Aktiven
1893,Latvia_2021:1893,2551,47,Aktiven
1894,Kenya_2022:1894,1277,18,Neaktiven
1895,Montenegro_2022:1895,4025,96,Neaktiven
1896,Ireland_2024:1896,3398,83,Aktiven
1897,Cuba_2023:1897,2154,31,Neaktiven
1898,Portugal_2023:1898,1925,110,Neaktiven
1899,Morocco_2024:1899,4351,3,Aktiven
1900,Macedonia_2023:1900,4708,19,Pending
1901,Mongolia_2023:1901,4399,37,Neaktiven
1902,Mexico_2023:1902,827,74,Pending
1903,Germany_2021:1903,4318,36,Neaktiven
1904,United Arab Emirates_2022:1904,1631,104,Aktiven
1905,Colombia_2023:1905,4496,72,Pending
1906,New Zealand_2021:1906,2166,94,Pending
1907,Finland_2024:1907,4210,63,Aktiven
1908,Israel_2021:1908,914,59,Neaktiven
1909,Panama_2022:1909,2729,62,Aktiven
1910,India_2021:1910,3475,92,Neaktiven
1911,Dominican Republic_2023:1911,547,48,Pending
1912,Netherlands_2023:1912,4515,89,Neaktiven
1913,Australia_2020:1913,1824,105,Aktiven
1914,India_2021:1914,1021,92,Aktiven
1915,Botswana_2020:1915,716,100,Aktiven
1916,Seychelles_2024:1916,2433,88,Pending
1917,Romania_2020:1917,536,10,Aktiven
1918,Zambia_2024:1918,3139,46,Neaktiven
1919,New Zealand_2021:1919,2728,58,Aktiven
1920,Cuba_2023:1920,1355,99,Neaktiven
1921,Portugal_2023:1921,5081,110,Aktiven
1922,Kosovo_2023:1922,5077,17,Pending
1923,India_2020:1923,1383,38,Aktiven
1924,Greece_2020:1924,4404,40,Pending
1925,Cuba_2023:1925,4455,31,Pending
1926,Ireland_2024:1926,4635,83,Neaktiven
1927,Belgium_2023:1927,1070,61,Pending
1928,Nicaragua_2021:1928,2203,81,Aktiven
1929,Austria_2024:1929,2889,93,Pending
1930,Zambia_2024:1930,1157,46,Pending
1931,Norway_2022:1931,3228,75,Pending
1932,Kenya_2025:1932,4414,66,Neaktiven
1933,Venezuela_2024:1933,2820,44,Pending
1934,Albania_2023:1934,4313,15,Aktiven
1935,United States _2020:1935,2717,5,Aktiven
1936,Canada_2021:1936,319,8,Aktiven
1937,Ukraine_2021:1937,1283,27,Aktiven
1938,India_2021:1938,4687,92,Pending
1939,Argentina_2021:1939,809,42,Neaktiven
1940,Morocco_2024:1940,4481,3,Pending
1941,Nicaragua_2021:1941,2970,81,Aktiven
1942,Botswana_2020:1942,4792,100,Pending
1943,New Zealand_2021:1943,2792,58,Pending
1944,Pakistan_2022:1944,3027,28,Aktiven
1945,France_2023:1945,2540,13,Pending
1946,Bangladesh_2021:1946,2890,29,Aktiven
1947,Portugal_2025:1947,1585,35,Neaktiven
1948,Hungary_2024:1948,1506,85,Neaktiven
1949,Algeria_2021:1949,3773,78,Pending
1950,Macedonia_2023:1950,3423,19,Neaktiven
1951,Austria_2024:1951,1924,93,Neaktiven
1952,Portugal_2022:1952,1291,103,Neaktiven
1953,Zambia_2022:1953,4818,102,Pending
1954,Colombia_2023:1954,2323,72,Aktiven
1955,Norway_2022:1955,159,75,Neaktiven
1956,Zimbabwe_2025:1956,1999,4,Neaktiven
1957,Malta_2021:1957,4,24,Aktiven
1958,Bangladesh_2021:1958,90,90,Neaktiven
1959,Faroe Islands_2021:1959,1728,16,Neaktiven
1960,Singapore_2020:1960,3858,25,Neaktiven
1961,Sweden_2024:1961,2681,73,Aktiven
1962,Spain_2021:1962,4132,68,Pending
1963,Iran_2020:1963,3377,6,Neaktiven
1964,Scotland_2022:1964,3253,87,Pending
1965,Russia_2020:1965,3660,9,Neaktiven
1966,Germany_2025:1966,1572,55,Neaktiven
1967,Algeria_2021:1967,1429,78,Aktiven
1968,New Zealand_2021:1968,3562,58,Neaktiven
1969,Kazakhstan_2023:1969,597,80,Aktiven
1970,Cuba_2023:1970,5021,31,Neaktiven
1971,Mexico_2023:1971,75,74,Pending
1972,Turkey_2021:1972,132,2,Aktiven
1973,Italy_2024:1973,85,86,Aktiven
1974,Singapore_2021:1974,2407,20,Aktiven
1975,Australia_2020:1975,4641,105,Pending
1976,Serbia_2020:1976,3460,77,Pending
1977,Faroe Islands_2021:1977,1563,16,Aktiven
1978,Kazakhstan_2024:1978,3673,106,Aktiven
1979,Honduras_2024:1979,1457,39,Aktiven
1980,India_2020:1980,1774,38,Pending
1981,Azerbaijan_2020:1981,2495,56,Pending
1982,Albania_2023:1982,2633,15,Neaktiven
1983,Colombia_2022:1983,3054,84,Neaktiven
1984,Montenegro_2022:1984,1676,96,Neaktiven
1985,Albania_2021:1985,3119,60,Aktiven
1986,Great Britain_2021:1986,3502,53,Pending
1987,Morocco_2020:1987,3821,23,Aktiven
1988,Netherlands_2023:1988,793,89,Neaktiven
1989,Trinidad and Tobago_2023:1989,4337,67,Aktiven
1990,Philippines_2024:1990,2112,1,Neaktiven
1991,Spain_2021:1991,3927,68,Aktiven
1992,New Zealand_2021:1992,4835,94,Neaktiven
1993,Algeria_2021:1993,841,78,Pending
1994,Montenegro_2022:1994,879,96,Neaktiven
1995,Colombia_2023:1995,4267,72,Pending
1996,Israel_2021:1996,4649,59,Neaktiven
1997,Philippines_2024:1997,2714,1,Aktiven
1998,Belgium_2023:1998,775,61,Neaktiven
1999,Serbia_2020:1999,2404,77,Pending
2000,Italy_2024:2000,1573,86,Pending
2001,Malta_2021:2001,709,24,Neaktiven
2002,women's_2022:2002,671,32,Pending
2003,Nicaragua_2021:2003,2352,81,Neaktiven
2004,Bangladesh_2021:2004,2608,90,Neaktiven
2005,Norway_2023:2005,4580,97,Neaktiven
2006,Zambia_2024:2006,4494,46,Pending
2007,Croatia_2020:2007,1604,22,Neaktiven
2008,Algeria_2021:2008,880,78,Aktiven
2009,Sweden_2024:2009,1775,73,Pending
2010,Finland_2024:2010,2501,63,Aktiven
2011,Zambia_2022:2011,582,102,Neaktiven
2012,Philippines_2025:2012,996,11,Aktiven
2013,United Arab Emirates_2022:2013,2863,104,Neaktiven
2014,Singapore_2021:2014,1774,20,Pending
2015,Trinidad and Tobago_2023:2015,626,67,Aktiven
2016,Macedonia_2023:2016,2938,19,Pending
2017,Portugal_2023:2017,2889,110,Aktiven
2018,Netherlands_2023:2018,5073,89,Pending
2019,Mexico_2023:2019,1912,74,Aktiven
2020,Turkey_2021:2020,268,2,Pending
2021,Trinidad and Tobago_2023:2021,33,67,Neaktiven
2022,United Arab Emirates_2022:2022,3510,104,Aktiven
2023,Portugal_2023:2023,3111,110,Aktiven
2024,Cuba_2023:2024,4666,54,Neaktiven
2025,Portugal_2023:2025,4083,110,Neaktiven
2026,Kenya_2025:2026,2022,66,Neaktiven
2027,Portugal_2022:2027,776,103,Pending
2028,Albania_2021:2028,3504,60,Pending
2029,women's_2022:2029,3283,32,Pending
2030,Northern Ireland_2023:2030,28,71,Aktiven
2031,Sri Lanka_2024:2031,520,57,Neaktiven
2032,Croatia_2020:2032,4805,22,Pending
2033,Cuba_2023:2033,2448,54,Neaktiven
2034,Cuba_2023:2034,2534,31,Neaktiven
2035,Barbados_2024:2035,3054,79,Aktiven
2036,Philippines_2025:2036,251,11,Neaktiven
2037,Cuba_2023:2037,2127,54,Pending
2038,Argentina_2021:2038,2753,42,Pending
2039,Malta_2021:2039,3333,24,Pending
2040,Latvia_2021:2040,4315,47,Aktiven
2041,Hungary_2024:2041,3221,85,Pending
2042,Zimbabwe_2025:2042,559,4,Neaktiven
2043,Montenegro_2022:2043,3697,65,Aktiven
2044,Montenegro_2022:2044,2852,65,Pending
2045,Canada_2021:2045,4139,8,Aktiven
2046,Portugal_2022:2046,3060,103,Pending
2047,Suriname_2023:2047,4126,26,Pending
2048,Lithuania_2023:2048,2709,95,Pending
2049,Azerbaijan_2020:2049,2883,56,Neaktiven
2050,Romania_2020:2050,1572,10,Pending
2051,Botswana_2020:2051,4474,100,Pending
2052,Macedonia_2023:2052,727,19,Aktiven
2053,Albania_2020:2053,3249,70,Aktiven
2054,Dominican Republic_2023:2054,2927,48,Aktiven
2055,Greece_2020:2055,4945,40,Neaktiven
2056,Pakistan_2022:2056,1562,28,Aktiven
2057,New Zealand_2021:2057,928,58,Aktiven
2058,Zambia_2024:2058,3980,46,Neaktiven
